N,P,K,temperature,humidity,ph,rainfall,label
109,40,60,22.58,62.69,7.05,50.61,bajra
71,42,55,24.92,53.9,6.45,189.31,bajra
96,58,40,25.31,57.38,7.24,115.22,bajra
86,31,42,29.4,51.92,7.34,91.51,bajra
94,46,33,22.85,79.43,6.36,192.73,bajra
93,57,59,30.96,53.08,5.65,92.64,bajra
92,55,49,31.05,55.39,7.42,84.54,bajra
81,34,36,25.22,65.21,6.45,147.85,bajra
118,49,54,22.11,70.2,6.93,122.85,bajra
94,32,33,34.44,64.64,6.6,181.51,bajra
75,42,51,32.12,50.56,5.53,58.36,bajra
95,52,32,28.64,67.08,7.1,53.99,bajra
84,49,46,25.22,56.17,5.67,125.95,bajra
73,45,39,24.2,77.02,7.44,189.36,bajra
113,35,46,21.58,74.41,6.84,123.12,bajra
114,38,46,23.44,52.33,6.12,117.57,bajra
91,53,31,25.48,70.93,5.53,82.06,bajra
119,34,48,33.32,75.87,5.95,84.05,bajra
82,54,31,24.69,69.91,7.29,123.1,bajra
111,56,59,33.72,76.82,5.56,152.05,bajra
87,42,43,28.3,59.24,7.32,173.21,bajra
97,36,46,22.92,72.67,7.48,190.68,bajra
115,41,54,32.74,68.24,7.45,139.79,bajra
114,34,33,32.35,62.88,6.08,138.28,bajra
107,60,43,29.07,69.73,5.7,134.57,bajra
90,52,34,24.77,76.56,6.56,130.14,bajra
93,44,47,29.83,54.36,6.11,168.87,bajra
109,50,53,24.68,61.38,6.57,112.09,bajra
95,37,53,29.07,73.2,5.82,118.67,bajra
90,36,34,27.15,56.0,6.18,175.81,bajra
101,44,57,28.24,52.94,6.67,110.24,bajra
93,38,46,29.19,63.91,6.67,53.16,bajra
71,39,34,21.26,50.26,6.12,143.87,bajra
87,45,57,21.37,73.58,7.15,128.19,bajra
103,34,59,27.17,55.39,6.64,101.8,bajra
101,43,42,31.61,75.89,5.82,92.8,bajra
71,46,50,22.98,55.73,5.99,102.75,bajra
119,49,50,21.06,63.0,5.6,142.19,bajra
95,47,34,27.4,79.97,5.56,95.68,bajra
86,49,56,30.02,69.02,5.75,177.65,bajra
72,38,44,34.62,57.81,7.38,108.12,bajra
100,52,45,20.81,55.43,6.66,198.35,bajra
77,53,59,30.96,66.7,6.25,67.98,bajra
92,31,30,21.4,60.7,5.93,139.38,bajra
86,46,43,32.59,52.62,5.85,183.59,bajra
105,57,32,28.68,52.66,6.28,131.51,bajra
72,58,49,25.4,52.83,5.73,191.07,bajra
91,44,49,22.34,76.36,5.55,198.18,bajra
94,45,60,26.51,62.3,7.3,114.32,bajra
98,46,33,21.81,60.7,5.8,50.75,bajra
98,42,44,26.69,73.36,7.39,94.95,bajra
119,53,46,22.42,56.34,6.45,141.08,bajra
91,38,30,29.8,54.47,6.53,57.9,bajra
70,47,58,31.98,56.37,6.66,138.56,bajra
100,30,49,33.47,72.87,6.33,134.66,bajra
85,38,42,24.84,79.34,6.86,64.38,bajra
107,33,37,27.44,54.75,5.73,66.35,bajra
118,36,56,23.96,73.75,7.16,74.58,bajra
95,35,44,22.14,57.02,6.06,101.9,bajra
75,47,47,20.46,65.77,5.71,91.24,bajra
110,54,48,33.5,71.05,5.82,67.89,bajra
85,60,43,33.85,71.96,6.39,139.15,bajra
78,49,59,34.47,74.44,7.18,137.94,bajra
110,36,47,27.33,52.89,5.66,92.59,bajra
117,36,43,32.76,75.95,6.76,169.99,bajra
117,48,42,24.67,63.75,5.51,143.06,bajra
86,53,45,30.88,69.59,6.28,158.67,bajra
79,38,55,26.59,53.15,5.73,193.72,bajra
114,47,46,31.46,51.02,6.8,163.03,bajra
114,33,53,21.82,58.67,6.08,154.67,bajra
81,46,56,21.35,76.27,6.21,95.49,bajra
98,35,43,23.2,63.64,7.12,197.43,bajra
78,57,32,25.27,58.51,7.1,157.98,bajra
84,51,45,31.6,60.8,5.8,146.95,bajra
93,45,42,30.62,76.9,7.06,109.61,bajra
106,40,37,22.93,68.83,6.02,81.1,bajra
119,56,31,24.27,67.53,7.12,118.21,bajra
92,30,56,34.31,73.45,6.18,104.33,bajra
91,60,57,30.0,56.77,5.85,126.32,bajra
96,37,34,26.96,50.73,7.08,186.46,bajra
96,58,36,30.71,52.1,7.17,181.39,bajra
98,56,36,31.53,68.26,7.06,69.0,bajra
87,34,37,20.46,58.23,7.02,115.27,bajra
91,47,49,21.97,56.31,6.91,197.32,bajra
74,60,34,30.13,72.75,6.2,176.06,bajra
112,58,35,22.72,64.52,7.2,91.63,bajra
78,56,35,23.79,72.87,6.0,51.56,bajra
70,68,42,23.71,77.57,5.68,174.15,banana
60,79,95,21.72,87.38,5.67,229.78,banana
71,65,90,33.78,68.27,6.49,222.56,banana
79,60,78,33.07,80.94,5.97,208.06,banana
65,45,61,30.4,78.54,6.78,195.59,banana
81,60,61,34.07,79.51,5.79,172.09,banana
71,56,84,34.02,81.69,5.64,155.9,banana
61,64,95,33.39,68.19,7.32,121.07,banana
83,48,68,23.14,63.0,6.62,174.31,banana
61,68,61,25.47,89.78,6.57,127.06,banana
67,43,43,30.67,85.43,5.99,201.17,banana
111,43,100,32.08,81.23,6.28,93.9,banana
79,45,89,25.32,80.62,6.69,95.6,banana
107,48,98,30.24,67.63,6.47,209.64,banana
66,60,89,28.9,78.61,5.74,197.61,banana
104,50,96,21.65,69.9,6.82,167.79,banana
74,69,98,22.45,78.58,6.14,136.3,banana
111,70,100,32.95,78.9,6.89,116.76,banana
106,45,98,27.15,73.35,5.66,201.18,banana
105,51,58,21.99,61.41,5.68,213.8,banana
111,63,88,28.07,83.73,6.26,119.64,banana
100,55,86,30.36,81.27,7.1,206.27,banana
111,41,54,20.95,76.02,5.86,164.74,banana
98,63,41,24.85,77.7,7.37,152.4,banana
120,43,99,30.03,88.69,6.22,128.74,banana
120,43,89,20.98,64.44,5.62,239.14,banana
85,48,61,20.1,78.25,6.3,230.81,banana
79,65,79,27.58,60.96,6.33,242.25,banana
97,52,72,25.47,64.77,6.25,244.02,banana
93,65,48,23.01,81.79,6.94,146.99,banana
117,69,90,30.23,64.43,7.39,140.14,banana
105,76,74,27.33,63.21,7.09,154.32,banana
68,54,73,25.06,67.1,6.25,178.44,banana
95,79,90,23.59,70.53,7.19,144.04,banana
105,46,48,21.24,74.71,5.66,223.97,banana
72,65,42,27.83,83.48,5.61,230.12,banana
100,64,91,23.05,68.31,6.23,247.76,banana
110,61,69,27.1,67.63,7.48,82.27,banana
90,46,80,29.42,62.16,6.87,169.33,banana
98,50,69,32.9,64.02,5.86,180.17,banana
119,53,49,28.97,79.79,5.57,97.68,banana
109,40,43,33.89,78.35,6.58,82.0,banana
93,77,82,31.68,80.17,7.37,244.25,banana
117,47,87,21.26,74.75,5.71,182.62,banana
79,78,60,33.22,63.51,6.35,129.08,banana
112,76,66,22.86,77.98,6.4,84.0,banana
114,57,91,30.37,86.14,6.37,97.58,banana
115,52,76,28.62,67.9,6.99,199.34,banana
86,61,90,21.25,66.45,6.07,111.62,banana
85,45,97,31.07,76.28,7.14,220.99,banana
81,48,87,29.7,85.72,6.44,239.08,banana
63,44,99,26.51,72.79,7.13,139.77,banana
88,80,97,27.02,68.85,7.49,221.33,banana
69,79,69,34.93,71.69,6.93,197.45,banana
76,55,70,24.32,71.89,7.26,192.09,banana
75,67,49,29.22,67.65,6.8,211.7,banana
101,58,72,22.21,72.96,6.24,241.8,banana
66,74,41,24.28,65.55,6.37,213.82,banana
108,45,56,27.43,73.88,6.98,113.28,banana
113,53,70,32.38,71.38,6.78,156.61,banana
117,78,51,30.49,63.56,6.4,164.25,banana
92,40,52,24.0,74.58,5.91,207.88,banana
95,45,70,21.57,80.37,5.92,92.05,banana
116,73,83,20.16,89.25,7.21,111.71,banana
86,42,76,27.96,84.36,6.92,107.48,banana
64,65,92,29.31,77.01,6.77,131.41,banana
67,40,84,29.03,66.69,7.2,180.26,banana
110,42,100,30.03,79.78,6.1,110.73,banana
117,60,60,27.4,61.3,5.66,222.1,banana
101,51,75,31.96,76.46,6.52,151.1,banana
95,45,79,27.12,77.8,6.88,172.85,banana
65,63,52,22.7,63.96,7.13,97.36,banana
101,74,92,22.86,82.41,6.01,111.46,banana
71,57,44,29.39,77.25,6.0,201.93,banana
60,73,91,32.99,89.53,6.66,235.0,banana
84,49,78,23.44,61.09,6.33,137.29,banana
87,44,87,30.44,79.36,6.62,231.67,banana
112,52,55,28.17,65.89,7.07,161.36,banana
92,52,77,27.5,86.64,6.57,102.2,banana
94,40,96,26.77,70.54,7.13,139.42,banana
66,73,98,32.49,73.05,7.42,178.4,banana
100,43,53,20.28,83.65,6.13,220.99,banana
85,43,78,28.63,84.82,5.93,209.61,banana
68,57,55,32.27,72.46,6.69,193.29,banana
71,66,61,30.63,64.01,7.16,80.38,banana
64,63,99,31.76,72.48,7.11,155.38,banana
95,45,73,20.28,66.64,6.33,225.98,banana
83,42,72,23.08,86.96,6.7,170.86,banana
101,55,79,22.02,81.7,5.6,247.22,banana
62,65,78,34.66,70.71,5.83,213.43,banana
106,69,50,32.8,74.91,7.08,152.32,banana
64,55,46,21.5,86.89,5.95,108.64,banana
73,56,54,26.49,78.39,6.39,129.88,banana
61,70,53,32.29,68.84,6.06,237.99,banana
88,47,72,26.99,70.51,6.83,163.35,banana
100,51,84,21.57,72.21,6.86,131.8,banana
78,58,92,29.3,80.56,6.28,157.25,banana
117,78,82,32.58,73.66,6.32,224.7,banana
91,41,47,27.46,70.43,7.13,209.59,banana
71,66,53,32.27,72.16,7.46,148.94,banana
101,61,60,31.38,63.65,7.05,110.39,banana
77,58,85,30.68,81.36,6.06,245.88,banana
86,52,81,21.17,63.38,6.21,163.62,banana
114,74,59,22.48,63.05,6.12,219.15,banana
108,52,77,27.79,62.56,6.26,197.44,banana
98,42,90,31.89,69.97,6.19,192.36,banana
109,52,67,21.35,89.09,6.03,232.78,banana
69,54,72,22.52,83.27,6.45,191.17,banana
66,77,52,33.76,62.53,6.61,237.87,banana
61,56,47,28.29,86.26,5.6,138.19,banana
60,70,78,25.47,80.36,6.59,234.89,banana
111,48,41,23.7,86.91,6.22,156.61,banana
76,79,63,30.84,81.37,7.04,135.04,banana
94,40,41,32.46,63.68,6.75,112.55,banana
105,61,53,26.5,73.98,7.43,123.74,banana
107,46,69,33.4,67.78,6.62,219.97,banana
75,74,78,26.27,85.92,7.43,232.83,banana
84,45,42,27.55,85.23,7.44,194.49,banana
92,69,82,25.87,88.97,7.37,162.39,banana
83,50,88,32.32,77.39,7.34,104.54,banana
75,51,43,20.38,70.62,6.42,82.01,barley
106,37,34,22.84,70.3,6.59,168.73,barley
89,58,52,21.21,51.06,6.29,85.0,barley
97,32,52,33.12,64.75,5.7,109.77,barley
87,30,41,28.75,62.1,5.73,186.28,barley
113,34,31,29.63,68.01,6.09,90.44,barley
91,34,33,26.51,66.28,7.24,74.25,barley
113,57,55,33.18,74.37,7.1,67.55,barley
116,53,51,25.48,75.05,7.06,169.86,barley
71,52,47,22.16,68.5,6.47,150.22,barley
98,44,57,24.06,54.2,6.73,91.69,barley
115,39,38,23.14,63.43,6.29,50.0,barley
83,41,49,29.92,52.7,6.99,109.55,barley
116,43,46,26.83,61.98,7.33,68.38,barley
98,53,46,22.34,64.23,7.19,57.32,barley
80,43,41,20.53,74.93,7.41,144.68,barley
113,36,49,29.74,54.06,6.11,166.18,barley
75,33,32,21.08,66.1,6.77,111.18,barley
106,31,31,22.01,78.26,5.99,132.3,barley
78,57,58,23.77,57.63,5.69,110.33,barley
78,37,39,31.06,60.28,5.83,140.64,barley
115,56,49,21.29,64.89,5.85,79.87,barley
78,55,53,29.29,71.11,7.24,135.34,barley
107,48,45,29.09,72.98,5.98,56.91,barley
91,30,49,23.69,76.23,7.37,167.64,barley
78,56,45,26.97,65.55,5.54,83.99,barley
120,57,51,33.61,77.51,7.24,163.5,barley
74,54,59,23.32,58.97,5.75,138.29,barley
110,53,35,21.26,60.77,6.56,113.27,barley
72,47,40,30.85,73.39,6.34,62.28,barley
72,37,57,26.42,50.61,7.3,98.26,barley
85,38,40,22.31,53.93,5.81,111.32,barley
108,50,45,31.19,52.37,5.96,142.55,barley
112,58,54,23.37,69.03,7.45,80.46,barley
103,52,46,30.96,69.15,6.53,59.79,barley
82,56,49,32.96,78.19,6.3,53.49,barley
83,34,59,32.42,62.99,7.38,58.14,barley
76,60,59,25.3,76.65,5.78,146.73,barley
70,44,30,31.07,52.6,6.0,57.09,barley
107,42,58,32.54,51.99,6.14,173.02,barley
74,33,30,24.09,77.87,7.01,121.97,barley
71,49,38,20.29,76.58,6.44,117.68,barley
113,55,46,26.53,74.66,6.16,117.82,barley
114,40,52,31.88,60.23,5.93,132.3,barley
75,36,41,34.24,70.61,6.74,155.43,barley
104,51,30,29.03,75.38,7.42,172.06,barley
116,32,34,23.21,74.14,5.81,102.89,barley
119,33,49,34.75,52.31,6.9,142.12,barley
103,39,48,33.7,61.69,5.59,126.86,barley
119,42,36,21.53,70.44,5.69,174.99,barley
90,55,54,32.78,68.65,7.3,96.61,barley
106,40,56,33.29,75.83,7.48,92.42,barley
92,32,60,22.31,50.45,6.37,132.12,barley
113,44,31,28.25,60.08,6.79,154.93,barley
111,33,48,30.37,68.75,5.92,123.89,barley
76,39,38,24.63,60.0,5.51,55.14,barley
93,54,34,34.11,67.94,5.8,113.41,barley
116,39,50,21.08,51.69,6.0,129.81,barley
71,56,43,21.57,51.67,6.25,84.58,barley
119,52,38,28.64,56.68,6.76,167.48,barley
88,35,38,25.16,60.25,5.54,198.48,barley
72,60,41,23.89,51.06,7.47,122.1,barley
84,51,33,25.45,78.43,6.59,105.59,barley
89,33,46,32.96,54.89,5.54,79.35,barley
104,38,54,34.25,72.17,6.22,144.19,barley
108,43,47,30.44,71.02,6.08,121.39,barley
107,42,56,24.47,56.64,7.03,133.14,barley
91,37,58,33.43,50.48,5.6,64.48,barley
76,46,36,26.34,51.21,6.46,185.27,barley
80,36,38,25.39,73.82,6.65,152.39,barley
100,54,59,24.39,68.94,6.37,69.07,barley
82,43,31,33.47,56.91,6.26,95.74,barley
78,30,49,29.19,78.39,6.99,198.1,barley
99,39,47,24.49,69.18,6.44,150.72,barley
85,34,48,29.79,70.02,6.99,56.33,barley
73,55,36,33.66,73.62,6.39,177.42,barley
101,32,39,29.8,66.48,7.22,112.98,barley
118,41,34,28.07,61.98,7.14,55.19,barley
77,46,30,26.67,78.93,6.45,173.84,barley
103,49,45,23.24,71.23,7.17,177.33,barley
111,54,35,31.02,57.81,5.89,108.77,barley
93,52,36,23.94,53.47,5.64,140.32,barley
95,41,59,26.5,50.47,6.62,92.65,barley
92,49,53,20.7,61.78,7.47,62.15,barley
116,35,43,24.9,75.55,7.46,164.65,barley
118,40,30,21.04,64.76,6.75,189.21,barley
98,43,48,27.75,55.07,6.54,135.61,barley
113,50,52,25.08,52.9,5.77,157.64,barley
96,40,60,21.82,72.27,6.36,190.14,barley
103,47,42,25.31,64.43,7.49,155.5,barley
82,56,57,27.67,76.79,7.26,160.75,barley
78,41,52,23.09,70.4,6.66,115.94,barley
86,50,60,29.11,58.16,7.2,191.22,barley
92,50,34,29.04,78.13,6.5,138.1,barley
70,43,49,20.72,56.73,6.29,112.38,barley
78,53,51,24.21,69.52,6.97,63.37,barley
91,55,52,24.05,71.55,7.48,55.09,barley
90,57,31,26.31,74.91,5.78,91.42,barley
78,43,43,33.41,59.76,6.45,157.41,barley
111,39,46,34.24,62.48,7.4,63.93,barley
71,54,40,30.98,52.12,5.74,109.36,barley
97,39,44,21.95,59.47,5.63,103.13,barley
108,43,53,34.83,54.59,6.52,108.53,barley
91,60,55,34.37,63.9,7.0,134.88,barley
70,57,32,22.49,60.76,5.61,184.56,barley
120,36,34,21.02,73.22,7.38,171.44,barley
70,57,38,24.27,62.63,6.68,102.5,barley
80,45,33,32.87,55.41,6.12,100.88,barley
101,32,50,25.58,69.95,6.0,178.8,barley
81,32,48,33.9,59.62,7.05,165.87,barley
72,56,40,32.42,74.99,7.28,168.18,barley
114,38,46,20.41,65.43,6.64,132.76,barley
104,36,46,25.35,60.24,6.73,151.74,barley
96,57,32,23.23,51.06,5.85,75.47,barley
82,45,59,24.38,53.46,7.22,167.99,barley
83,40,44,25.44,72.38,6.96,85.26,barley
117,47,50,28.38,74.19,7.36,112.45,barley
83,56,60,30.95,62.19,7.04,184.18,barley
109,57,46,27.74,64.6,6.0,141.32,barley
78,44,41,27.82,60.28,6.74,140.85,barley
65,37,41,29.65,66.76,7.2,110.48,bean
70,45,53,24.03,56.93,7.06,126.13,bean
42,33,58,28.98,69.37,7.39,92.0,bean
47,37,60,30.29,79.52,6.21,147.14,bean
84,57,39,22.37,74.3,7.15,69.95,bean
71,55,36,27.89,72.22,6.5,166.92,bean
95,53,36,23.88,78.24,7.27,194.38,bean
78,32,36,29.12,67.79,6.35,181.43,bean
57,59,52,34.2,56.04,6.81,68.88,bean
99,49,57,26.18,64.41,6.75,198.07,bean
99,49,44,21.15,64.36,5.67,119.91,bean
93,37,49,32.31,75.64,7.25,169.1,bean
59,58,31,34.87,78.94,6.22,127.32,bean
49,34,35,25.16,63.68,5.89,154.54,bean
55,42,43,21.51,67.83,5.53,175.06,bean
61,50,46,20.74,55.66,6.55,162.19,bean
92,35,54,25.91,66.74,7.15,127.07,bean
63,43,43,31.62,64.4,6.89,161.6,bean
90,42,45,29.39,78.17,5.77,65.53,bean
74,53,44,26.73,56.55,6.41,190.26,bean
71,52,54,29.33,58.93,5.84,129.53,bean
85,47,57,29.03,63.19,6.96,81.84,bean
76,59,57,25.2,65.69,7.49,146.52,bean
55,48,32,29.55,59.49,6.66,180.11,bean
100,44,35,29.71,61.11,6.53,163.36,bean
51,54,47,26.11,74.29,6.21,84.99,bean
77,55,47,31.33,77.72,7.15,183.69,bean
88,48,48,26.3,52.91,6.24,97.45,bean
63,55,41,23.94,67.84,5.58,165.48,bean
89,60,40,23.73,67.14,7.38,79.05,bean
65,54,36,32.69,60.02,6.95,95.43,bean
84,31,53,24.4,52.66,5.7,118.95,bean
43,38,45,28.82,65.08,7.07,140.38,bean
42,31,45,27.17,69.64,6.66,101.36,bean
69,59,45,20.99,70.31,5.7,180.13,bean
74,49,57,30.74,76.19,6.8,132.01,bean
42,45,46,23.92,55.28,5.66,119.74,bean
72,51,44,28.33,77.17,6.31,88.02,bean
81,43,34,20.93,70.73,5.82,95.13,bean
93,60,52,24.08,50.37,5.78,181.46,bean
62,34,37,21.11,62.45,7.42,56.01,bean
53,47,44,25.55,54.99,6.36,131.44,bean
62,51,46,28.98,51.13,6.41,186.9,bean
85,42,48,24.92,62.71,5.53,116.44,bean
74,55,43,30.38,66.15,6.31,50.7,bean
96,51,32,26.44,71.3,6.71,106.25,bean
48,43,33,22.18,67.39,6.95,101.51,bean
62,58,47,33.7,55.52,6.09,164.53,bean
60,35,32,21.72,58.7,5.5,112.5,bean
74,52,50,30.56,63.14,7.11,156.08,bean
73,49,47,30.57,66.16,5.55,132.0,bean
57,60,56,23.72,75.79,6.72,131.85,bean
63,40,59,22.37,78.11,6.34,145.22,bean
63,44,54,21.93,52.7,7.19,78.54,bean
93,59,48,28.28,58.44,6.44,95.03,bean
74,30,33,33.7,58.7,6.58,175.72,bean
67,52,31,26.83,67.56,6.23,180.32,bean
70,48,41,31.62,62.19,6.22,51.78,bean
70,39,30,33.93,59.93,5.94,143.71,bean
73,43,37,24.85,61.63,5.72,86.84,bean
81,54,41,24.79,77.23,7.45,112.57,bean
80,46,60,32.92,67.4,6.48,186.27,bean
72,33,58,30.21,53.34,5.77,187.85,bean
85,49,60,31.52,78.92,6.83,160.87,bean
76,55,40,29.76,66.2,7.08,199.41,bean
46,39,32,27.84,69.48,7.25,197.43,bean
42,43,57,21.26,73.65,5.86,82.99,bean
57,36,50,34.85,62.58,7.18,111.04,bean
67,54,50,33.72,68.81,5.67,77.26,bean
49,56,44,22.89,61.14,7.33,165.11,bean
45,37,48,28.71,66.03,6.38,191.93,bean
52,35,37,20.32,59.01,5.97,83.02,bean
44,47,56,34.55,51.28,6.32,60.19,bean
98,36,32,27.11,78.1,7.0,85.86,bean
49,54,53,20.98,62.43,7.42,185.12,bean
44,56,32,28.92,57.74,7.1,93.95,bean
99,34,58,30.68,77.25,5.87,114.37,bean
65,39,58,26.0,51.13,6.5,146.77,bean
46,58,32,25.2,65.37,6.71,105.91,bean
77,40,40,25.36,72.94,5.58,60.82,bean
47,46,47,31.42,56.2,6.09,69.86,bean
75,45,51,20.31,59.08,7.23,180.16,bean
46,46,42,29.47,51.34,6.27,132.45,bean
56,40,34,31.25,60.93,5.88,149.16,bean
78,35,47,23.53,56.76,6.35,76.26,bean
68,33,32,31.25,72.28,5.58,161.36,bean
66,33,54,27.61,58.47,6.38,192.63,bean
51,45,37,30.23,55.9,6.98,142.89,bean
99,49,53,22.43,68.58,7.44,96.03,bean
88,42,35,21.9,51.55,7.45,152.2,bean
81,44,34,20.34,69.93,5.61,146.54,bean
75,58,52,23.76,62.21,6.53,71.75,bean
60,44,45,21.61,76.77,6.46,94.17,bean
41,57,48,25.19,64.36,5.85,194.02,bean
46,45,40,23.66,72.14,6.29,146.41,bean
62,36,45,30.68,79.52,6.53,57.72,bean
82,36,48,27.61,70.41,6.57,109.06,bean
45,45,42,33.42,73.89,6.04,90.76,bean
59,47,50,24.09,51.02,6.37,131.11,bean
88,30,44,29.09,66.11,6.81,70.13,bean
75,41,43,27.79,77.94,6.42,56.06,bean
45,44,33,34.48,51.53,6.03,94.26,bean
69,43,44,28.55,70.24,5.73,151.71,bean
74,46,56,20.2,54.92,7.34,184.44,bean
94,40,30,22.06,68.64,6.88,171.62,bean
75,32,35,23.87,68.48,6.02,143.81,bean
42,53,44,29.58,64.85,7.44,177.32,bean
84,38,46,28.74,63.95,6.09,178.32,bean
63,45,46,28.15,55.59,5.96,59.94,bean
40,33,39,23.89,76.53,5.9,120.59,bean
91,57,59,26.28,75.55,6.08,115.91,bean
55,43,37,30.17,59.28,5.82,182.13,bean
42,32,51,33.18,73.71,7.39,150.73,bean
43,47,57,33.33,53.36,5.92,175.96,bean
100,58,50,34.5,64.41,6.42,87.84,bean
90,48,57,21.64,69.9,7.39,64.24,bean
78,45,49,27.2,70.06,6.19,160.44,bean
91,56,41,29.23,75.86,7.18,117.51,bean
68,40,60,29.7,64.54,7.37,87.54,bean
68,43,36,24.1,58.34,7.25,198.6,bean
40,46,51,21.8,55.85,7.44,158.49,beet root
93,55,38,24.23,77.3,7.26,181.68,beet root
53,37,52,21.39,71.22,7.2,107.69,beet root
61,35,55,29.21,54.49,6.75,136.2,beet root
68,60,56,29.45,61.57,5.94,173.8,beet root
60,57,45,24.03,55.91,5.96,99.09,beet root
52,52,42,26.24,55.6,6.75,120.11,beet root
46,32,58,25.97,66.02,5.74,104.6,beet root
82,40,37,22.11,75.39,6.67,87.82,beet root
59,40,37,26.17,60.37,7.03,147.27,beet root
70,38,33,21.77,63.83,6.91,95.83,beet root
81,32,58,29.93,74.97,5.75,160.65,beet root
76,34,39,27.86,56.91,6.91,164.91,beet root
59,32,56,24.58,59.11,5.65,155.6,beet root
74,41,58,30.54,52.48,6.58,124.74,beet root
77,41,32,30.98,64.53,6.94,132.85,beet root
97,38,39,33.5,74.22,6.58,180.89,beet root
69,45,31,34.5,58.57,5.89,170.62,beet root
51,50,32,28.01,63.55,6.82,72.64,beet root
59,31,36,20.63,66.79,6.87,95.01,beet root
94,43,35,29.58,56.27,6.6,184.33,beet root
91,50,50,28.44,60.37,7.25,123.73,beet root
72,37,51,20.88,63.7,7.18,168.32,beet root
100,32,54,27.65,63.17,7.38,166.43,beet root
67,50,60,34.3,54.4,7.23,185.46,beet root
67,45,56,24.81,58.02,6.92,56.56,beet root
58,59,35,31.07,77.99,6.54,157.43,beet root
58,36,32,23.92,65.45,5.7,172.67,beet root
87,43,42,28.27,57.97,7.35,168.97,beet root
57,33,43,21.62,73.06,5.56,112.52,beet root
77,35,53,23.06,59.9,7.28,135.1,beet root
90,39,30,31.19,72.13,6.72,89.87,beet root
42,30,37,30.52,52.96,5.5,57.6,beet root
55,34,54,24.66,74.95,6.71,121.22,beet root
88,42,51,32.45,54.43,6.99,148.38,beet root
80,38,39,28.49,54.99,6.25,140.44,beet root
80,51,32,33.44,51.67,6.46,112.93,beet root
43,54,37,25.74,66.14,7.27,103.56,beet root
89,33,54,33.03,70.15,5.85,181.74,beet root
55,53,35,23.01,79.53,6.07,57.23,beet root
63,33,53,33.96,59.45,7.16,158.41,beet root
48,39,53,29.41,67.75,6.51,104.18,beet root
81,35,47,32.69,75.55,7.28,115.73,beet root
67,38,55,20.56,62.41,5.52,70.46,beet root
61,49,34,25.59,59.72,5.83,125.42,beet root
43,38,55,20.88,68.36,6.84,74.89,beet root
40,32,38,22.42,78.44,6.25,142.05,beet root
56,39,35,32.16,74.58,5.7,165.12,beet root
98,57,55,26.77,76.88,6.08,126.54,beet root
60,46,34,27.89,58.49,6.12,84.1,beet root
99,37,50,23.46,72.11,5.52,54.8,beet root
92,59,51,33.97,72.83,6.39,144.07,beet root
77,55,32,32.31,53.81,6.07,179.08,beet root
61,37,44,34.59,72.11,7.01,141.13,beet root
55,58,46,26.2,75.31,6.63,119.71,beet root
93,42,50,29.67,65.49,6.87,193.8,beet root
89,41,51,35.0,68.5,7.09,197.34,beet root
80,53,49,24.46,50.93,5.99,141.84,beet root
51,55,48,23.79,64.32,7.29,71.76,beet root
95,51,36,30.72,70.4,6.91,53.65,beet root
60,56,33,23.24,64.8,6.93,92.97,beet root
47,49,52,25.89,55.5,6.88,192.74,beet root
94,36,36,30.5,63.85,6.81,53.1,beet root
78,54,36,31.96,67.24,6.01,59.71,beet root
65,41,50,23.77,65.67,6.72,170.98,beet root
61,60,53,25.54,74.76,6.46,153.55,beet root
44,37,58,28.92,64.49,6.18,68.12,beet root
70,44,48,20.74,55.56,6.25,187.06,beet root
90,48,32,21.32,55.22,7.39,178.59,beet root
82,53,50,25.27,53.97,5.85,98.81,beet root
56,46,45,34.39,59.7,6.09,111.99,beet root
78,43,34,25.91,54.47,7.39,183.17,beet root
58,46,42,23.1,73.4,6.1,88.39,beet root
67,41,60,30.04,66.79,7.46,155.46,beet root
54,56,30,22.33,55.74,5.52,54.11,beet root
64,60,49,31.94,75.14,5.6,115.81,beet root
82,60,55,22.19,70.53,5.61,145.33,beet root
50,39,30,33.11,63.31,7.41,91.96,beet root
76,42,38,33.59,70.27,7.42,129.66,beet root
96,49,57,31.55,76.3,6.46,182.89,beet root
89,48,58,29.14,76.06,6.39,94.45,beet root
41,48,35,24.4,58.25,5.51,50.54,beet root
73,51,45,21.34,66.84,5.79,141.96,beet root
81,43,45,28.87,68.59,6.57,179.58,beet root
47,51,38,27.15,65.82,5.66,57.01,beet root
57,39,42,34.48,59.32,7.29,149.47,beet root
84,39,46,28.28,78.6,7.18,71.75,beet root
61,51,58,32.7,69.11,6.22,121.59,beet root
67,40,45,33.99,78.25,7.03,166.93,beet root
93,46,42,27.96,57.89,7.06,61.23,beet root
87,58,49,28.53,73.34,7.06,138.63,beet root
59,35,35,30.15,73.86,6.7,98.16,beet root
76,50,59,29.1,56.19,6.89,54.9,beet root
90,32,40,28.35,75.61,5.54,61.37,beet root
58,59,36,26.74,52.2,5.98,177.26,beet root
71,60,41,23.71,67.06,7.33,158.16,beet root
100,54,57,20.62,67.12,7.4,188.57,beet root
64,43,58,29.67,58.28,6.23,171.99,beet root
81,54,54,31.39,50.76,6.73,152.83,beet root
80,52,41,34.09,71.42,5.87,100.72,beet root
52,43,45,20.36,65.94,6.22,103.96,beet root
60,41,45,26.68,65.41,6.56,78.49,beet root
56,30,33,28.78,70.39,5.52,191.58,beet root
87,37,41,28.77,57.94,7.1,93.15,beet root
